User_ID,Age_Group,Gender,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional_Stability,Lighting_Level,Temperature,Acoustic_Level,Layout_Adaptability,Space_Utilization,Movement_Pattern,Emotional_Feedback,Comfort_Level,Engagement_Level,Sentiment_Category,Predicted_Behavior
U0199,41-60,Female,0.5,0.62,0.8,0.53,0.74,610.0,25.7,37.1,8,5.9,4,0.18,1,5,Neutral,Socializing
U0200,41-60,Male,0.62,0.7,0.87,0.9,0.79,688.8,27.3,64.6,2,74.0,2,-0.38,5,5,Unhappy,Working
U0201,26-40,Male,0.26,0.21,0.55,0.71,0.76,377.0,22.8,46.8,5,72.7,1,0.35,7,3,Happy,Working
U0202,18-25,Female,0.86,0.56,0.85,0.87,0.21,213.8,26.7,43.0,4,94.7,1,0.69,10,5,Happy,Working
U0203,18-25,Female,0.73,0.23,0.61,0.78,0.33,784.7,26.2,77.8,1,25.3,3,-0.66,5,5,Unhappy,Relaxing
U0204,41-60,Female,0.61,0.6,0.58,0.83,0.66,865.7,29.6,68.8,0,74.2,1,-0.09,7,0,Neutral,Exploring
U0205,26-40,Female,0.78,0.84,0.52,0.77,0.46,331.3,20.6,69.4,8,5.5,2,-0.36,5,4,Unhappy,Working
U0206,18-25,Female,0.26,0.88,0.35,0.52,0.89,466.4,24.6,61.2,2,63.1,1,-0.43,10,1,Unhappy,Working
U0207,18-25,Female,0.53,0.58,0.2,0.38,0.67,548.7,25.2,72.0,6,35.1,2,0.72,8,6,Happy,Exploring
U0208,26-40,Male,0.64,0.52,0.37,0.46,0.87,580.0,30.0,68.0,8,76.9,3,-0.16,7,8,Neutral,Socializing
U0209,18-25,Male,0.78,0.86,0.56,0.21,0.34,693.5,20.4,59.9,8,86.3,2,-0.32,1,8,Unhappy,Working
U0210,18-25,Male,0.75,0.67,0.47,0.57,0.8,137.4,24.3,78.1,9,36.5,1,0.21,1,10,Happy,Working
U0211,26-40,Female,0.39,0.25,0.51,0.55,0.42,749.3,22.2,39.6,5,52.6,2,-0.56,5,8,Unhappy,Working
U0212,26-40,Female,0.86,0.53,0.89,0.57,0.89,155.8,24.3,77.2,7,11.7,2,-0.54,2,10,Unhappy,Working
U0213,26-40,Female,0.29,0.37,0.45,0.88,0.31,521.5,20.8,50.1,8,41.7,1,0.04,9,6,Neutral,Exploring
U0214,18-25,Male,0.81,0.53,0.52,0.84,0.56,844.9,18.6,56.4,2,36.1,2,-0.18,2,6,Neutral,Exploring
U0215,41-60,Female,0.88,0.52,0.29,0.31,0.75,506.1,24.9,36.1,5,18.3,3,-0.41,9,0,Unhappy,Exploring
U0216,18-25,Female,0.32,0.61,0.23,0.46,0.5,234.2,22.0,57.0,4,89.4,1,-0.89,10,10,Unhappy,Socializing
U0217,26-40,Female,0.71,0.45,0.74,0.5,0.53,986.5,20.2,60.6,6,14.8,2,0.04,2,10,Neutral,Working
U0218,41-60,Female,0.23,0.31,0.6,0.45,0.89,900.4,21.9,79.9,6,63.6,2,0.63,4,5,Happy,Socializing
U0219,26-40,Male,0.48,0.55,0.73,0.76,0.5,794.2,18.6,78.8,8,89.0,2,0.7,3,4,Happy,Socializing
U0220,41-60,Female,0.56,0.78,0.3,0.57,0.62,470.4,29.4,78.3,0,91.2,2,-0.53,6,7,Unhappy,Exploring
U0221,26-40,Male,0.61,0.66,0.6,0.6,0.24,265.5,25.0,47.4,5,79.3,2,0.2,4,7,Neutral,Working
U0222,26-40,Male,0.86,0.44,0.38,0.8,0.79,947.3,27.8,79.6,4,17.6,2,0.71,9,10,Happy,Working
U0223,18-25,Female,0.67,0.85,0.36,0.76,0.65,579.1,23.1,52.8,3,81.7,3,-0.18,9,3,Neutral,Socializing
U0224,26-40,Female,0.54,0.84,0.21,0.29,0.48,867.1,28.8,72.6,9,27.7,1,0.86,10,0,Happy,Relaxing
U0225,18-25,Female,0.77,0.35,0.29,0.7,0.21,407.9,23.8,40.8,10,92.2,3,0.81,9,5,Happy,Relaxing
U0226,18-25,Female,0.87,0.23,0.42,0.5,0.61,401.8,24.9,55.3,0,70.9,2,-0.58,3,9,Unhappy,Working
U0227,61+,Female,0.22,0.72,0.28,0.41,0.21,987.0,23.9,78.3,3,78.5,2,-0.48,3,0,Unhappy,Working
U0228,26-40,Female,0.89,0.78,0.89,0.24,0.2,569.6,26.8,77.4,9,8.5,3,-0.64,4,4,Unhappy,Socializing
U0229,41-60,Female,0.26,0.88,0.42,0.54,0.63,226.6,24.8,64.2,10,58.3,2,-0.61,9,4,Unhappy,Socializing
U0230,26-40,Male,0.77,0.82,0.29,0.45,0.33,297.7,21.3,69.9,6,82.1,2,0.82,6,2,Happy,Exploring
U0231,41-60,Male,0.4,0.62,0.34,0.38,0.33,533.7,19.7,38.8,3,86.2,3,0.86,9,4,Happy,Socializing
U0232,26-40,Male,0.29,0.57,0.61,0.69,0.66,138.2,25.3,66.1,0,2.9,3,-0.9,8,5,Unhappy,Socializing
U0233,26-40,Male,0.51,0.22,0.24,0.74,0.24,516.3,23.9,60.9,9,93.9,4,0.19,7,4,Neutral,Relaxing
U0234,26-40,Male,0.65,0.37,0.8,0.37,0.42,477.0,19.2,34.6,0,4.3,3,0.13,5,0,Neutral,Relaxing
U0235,18-25,Male,0.47,0.52,0.87,0.23,0.3,801.4,22.7,35.7,0,61.5,4,-0.22,9,6,Unhappy,Relaxing
U0236,41-60,Male,0.24,0.64,0.37,0.79,0.61,419.4,24.2,35.4,10,69.3,1,0.26,4,2,Happy,Relaxing
U0237,18-25,Female,0.62,0.59,0.52,0.21,0.66,984.3,27.9,66.2,9,10.7,2,0.89,4,6,Happy,Socializing
U0238,18-25,Male,0.83,0.72,0.22,0.86,0.7,262.7,18.9,37.1,4,4.8,1,-0.66,8,4,Unhappy,Working
U0239,26-40,Female,0.47,0.4,0.65,0.64,0.38,631.9,22.2,53.4,6,78.5,1,-0.76,4,2,Unhappy,Relaxing
U0240,18-25,Male,0.35,0.6,0.49,0.43,0.26,180.7,27.9,47.8,8,38.5,2,-0.93,7,10,Unhappy,Exploring
U0241,61+,Female,0.51,0.26,0.39,0.37,0.26,760.5,25.8,57.5,7,10.7,3,-0.27,4,5,Unhappy,Exploring
U0242,61+,Male,0.23,0.49,0.34,0.21,0.5,995.3,21.5,65.3,1,76.3,2,-0.32,1,0,Unhappy,Socializing
U0243,61+,Male,0.77,0.73,0.66,0.36,0.86,837.2,28.1,64.2,8,84.9,3,-0.14,10,5,Neutral,Exploring
U0244,26-40,Female,0.78,0.69,0.49,0.3,0.35,600.1,23.9,55.8,3,58.7,2,0.01,9,3,Neutral,Relaxing
U0245,18-25,Male,0.61,0.89,0.33,0.63,0.38,536.3,24.0,53.2,9,16.1,2,0.52,4,3,Happy,Working
U0246,61+,Male,0.45,0.39,0.68,0.32,0.27,851.5,29.7,49.9,10,1.5,2,-0.22,3,4,Unhappy,Working
U0247,26-40,Male,0.76,0.55,0.6,0.57,0.62,942.4,29.4,73.1,4,70.1,2,-0.34,3,8,Unhappy,Relaxing
U0248,61+,Male,0.59,0.43,0.8,0.61,0.68,990.3,22.3,46.5,10,55.0,2,0.65,9,0,Happy,Exploring
U0249,61+,Male,0.78,0.51,0.28,0.41,0.65,456.9,19.7,43.0,4,65.1,3,0.7,8,2,Happy,Socializing
U0250,41-60,Male,0.64,0.8,0.75,0.22,0.8,991.8,21.9,67.2,3,81.3,1,-0.53,10,10,Unhappy,Working
U0251,18-25,Female,0.75,0.68,0.67,0.23,0.54,240.3,18.4,48.0,5,43.4,1,-0.37,7,3,Unhappy,Relaxing
U0252,26-40,Female,0.62,0.82,0.28,0.22,0.29,328.2,18.2,72.3,0,12.5,3,0.65,7,1,Happy,Relaxing
U0253,41-60,Female,0.49,0.34,0.69,0.72,0.4,180.1,22.7,46.4,1,94.0,2,-0.84,4,8,Unhappy,Exploring
U0254,26-40,Male,0.87,0.81,0.51,0.42,0.66,344.6,29.3,65.1,3,54.5,2,-0.35,3,10,Unhappy,Socializing
U0255,18-25,Female,0.58,0.24,0.86,0.76,0.63,791.1,28.5,32.3,3,61.5,1,-0.1,4,6,Neutral,Socializing
U0256,26-40,Male,0.62,0.82,0.3,0.5,0.57,867.6,24.1,49.3,7,93.3,2,-0.63,6,0,Unhappy,Exploring
U0257,61+,Male,0.35,0.43,0.65,0.52,0.68,801.0,24.8,47.2,8,93.2,3,-0.64,4,8,Unhappy,Relaxing
U0258,26-40,Female,0.64,0.42,0.47,0.56,0.65,668.0,18.1,70.8,3,57.2,4,-0.15,4,5,Neutral,Exploring
U0259,26-40,Male,0.6,0.56,0.87,0.7,0.82,562.6,20.6,78.4,5,29.8,3,0.51,2,1,Happy,Exploring
U0260,18-25,Male,0.33,0.86,0.43,0.39,0.61,737.8,18.3,53.0,3,99.7,1,0.68,7,0,Happy,Exploring
U0261,26-40,Female,0.24,0.23,0.87,0.29,0.75,451.8,27.1,71.2,3,68.1,3,0.96,6,5,Happy,Relaxing
U0262,61+,Female,0.62,0.45,0.83,0.59,0.37,857.2,19.7,65.0,10,40.8,1,-0.85,2,6,Unhappy,Working
U0263,18-25,Female,0.73,0.8,0.39,0.43,0.67,709.5,28.4,78.4,8,56.0,2,-0.57,5,9,Unhappy,Relaxing
U0264,26-40,Female,0.57,0.48,0.76,0.51,0.83,728.0,25.7,70.6,3,41.6,1,0.51,6,5,Happy,Working
U0265,41-60,Other,0.36,0.34,0.9,0.65,0.47,582.3,20.8,33.9,5,88.8,3,0.08,5,6,Neutral,Working
U0266,41-60,Male,0.67,0.5,0.38,0.55,0.75,896.7,19.9,65.7,8,48.2,3,-0.34,4,5,Unhappy,Exploring
U0267,26-40,Male,0.26,0.47,0.51,0.63,0.71,326.8,25.5,56.8,2,82.4,3,-0.59,9,7,Unhappy,Socializing
U0268,41-60,Male,0.51,0.84,0.56,0.58,0.24,443.0,28.8,30.8,6,84.0,3,-0.44,3,1,Unhappy,Exploring
U0269,26-40,Male,0.31,0.73,0.41,0.72,0.61,799.9,26.6,42.6,6,82.4,1,-0.14,2,8,Neutral,Relaxing
U0270,18-25,Male,0.33,0.55,0.21,0.69,0.29,543.5,22.2,76.1,0,72.2,2,-0.65,9,8,Unhappy,Socializing
U0271,41-60,Female,0.34,0.89,0.35,0.57,0.88,900.3,25.0,76.3,10,85.5,3,0.93,8,10,Happy,Socializing
U0272,41-60,Female,0.47,0.53,0.4,0.68,0.77,411.8,21.7,69.9,1,38.7,3,-0.78,9,8,Unhappy,Relaxing
U0273,41-60,Female,0.24,0.24,0.51,0.81,0.28,432.4,30.0,79.1,4,11.5,3,0.97,10,6,Happy,Relaxing
U0274,61+,Male,0.48,0.38,0.32,0.5,0.29,899.9,27.0,70.3,7,84.2,2,0.68,3,8,Happy,Exploring
U0275,26-40,Female,0.56,0.51,0.81,0.49,0.62,517.9,25.4,30.5,5,49.8,3,-0.15,1,0,Neutral,Relaxing
U0276,26-40,Female,0.54,0.31,0.69,0.73,0.44,564.5,23.1,44.4,6,12.7,2,0.48,1,2,Happy,Working
U0277,41-60,Female,0.47,0.86,0.26,0.61,0.22,399.5,25.4,31.5,2,11.5,3,0.34,3,1,Happy,Working
U0278,26-40,Male,0.79,0.74,0.66,0.25,0.58,349.0,22.1,34.7,5,15.9,2,-0.57,4,10,Unhappy,Socializing
U0279,41-60,Female,0.3,0.39,0.66,0.82,0.47,690.4,18.3,40.9,8,75.1,4,-0.32,2,0,Unhappy,Exploring
U0280,41-60,Male,0.55,0.61,0.87,0.22,0.27,207.9,22.7,55.2,2,71.1,1,0.03,8,4,Neutral,Exploring
U0281,41-60,Male,0.24,0.71,0.2,0.72,0.76,891.3,29.2,72.4,5,20.4,3,0.28,3,0,Happy,Socializing
U0282,26-40,Male,0.25,0.86,0.37,0.73,0.84,801.3,25.5,73.1,6,84.7,2,0.09,4,2,Neutral,Relaxing
U0283,26-40,Female,0.6,0.82,0.85,0.87,0.73,271.7,19.0,60.8,4,28.1,1,-0.05,6,5,Neutral,Exploring
U0284,18-25,Female,0.6,0.56,0.85,0.24,0.78,724.6,28.6,76.4,9,79.3,1,-0.11,10,5,Neutral,Socializing
U0285,26-40,Male,0.81,0.74,0.7,0.62,0.35,642.4,21.2,55.0,7,48.9,3,-0.0,6,2,Neutral,Socializing
U0286,18-25,Male,0.59,0.59,0.74,0.5,0.38,266.1,20.9,74.5,7,73.2,1,-0.13,2,3,Neutral,Working
U0287,26-40,Male,0.87,0.59,0.26,0.43,0.35,345.9,21.6,52.7,5,38.1,1,0.08,6,6,Neutral,Socializing
U0288,26-40,Male,0.23,0.28,0.56,0.26,0.74,468.1,24.9,43.9,6,34.7,4,0.78,4,5,Happy,Relaxing
U0289,18-25,Male,0.27,0.29,0.36,0.59,0.86,729.3,24.5,75.8,2,84.1,3,0.27,5,10,Happy,Relaxing
U0290,26-40,Male,0.23,0.57,0.33,0.54,0.7,674.9,23.9,49.4,6,3.5,2,0.45,7,1,Happy,Relaxing
U0291,18-25,Female,0.33,0.39,0.77,0.27,0.82,579.0,26.6,55.2,6,97.5,2,0.19,7,8,Neutral,Relaxing
U0292,18-25,Male,0.58,0.21,0.29,0.63,0.65,791.6,21.8,46.4,3,64.8,2,0.29,6,5,Happy,Socializing
U0293,41-60,Male,0.65,0.71,0.53,0.72,0.47,782.1,27.4,63.1,9,43.2,3,0.16,10,1,Neutral,Exploring
U0294,26-40,Male,0.23,0.22,0.86,0.74,0.5,656.1,20.1,79.8,3,62.8,3,-0.95,6,6,Unhappy,Socializing
U0295,18-25,Female,0.86,0.62,0.33,0.83,0.25,808.3,27.4,31.3,2,12.3,3,1.0,6,10,Happy,Exploring
U0296,26-40,Female,0.79,0.58,0.88,0.49,0.22,400.8,26.0,75.0,9,51.4,1,-0.93,4,10,Unhappy,Exploring
U0297,41-60,Female,0.41,0.88,0.9,0.87,0.69,893.1,26.2,30.2,6,98.5,3,-0.21,3,9,Unhappy,Exploring
U0298,18-25,Male,0.25,0.54,0.59,0.81,0.51,653.4,23.8,48.2,4,23.5,1,-0.79,1,9,Unhappy,Working
U0299,26-40,Female,0.32,0.24,0.32,0.41,0.59,840.1,26.0,38.4,2,72.2,1,-0.81,3,3,Unhappy,Relaxing
U0300,18-25,Male,0.29,0.59,0.42,0.31,0.59,591.7,19.0,67.9,5,43.5,3,0.59,3,0,Happy,Working
U0301,18-25,Female,0.29,0.79,0.5,0.5,0.39,296.6,28.2,32.5,5,65.2,1,-0.15,9,9,Neutral,Socializing
U0302,26-40,Female,0.56,0.9,0.42,0.48,0.53,588.2,18.7,57.7,5,20.5,2,0.6,3,8,Happy,Working
U0303,26-40,Female,0.37,0.5,0.4,0.6,0.53,434.0,19.8,44.7,1,47.0,3,-0.45,8,10,Unhappy,Exploring
U0304,26-40,Female,0.45,0.42,0.88,0.61,0.47,727.7,24.9,36.7,10,98.0,2,-0.49,8,9,Unhappy,Socializing
U0305,41-60,Female,0.89,0.83,0.31,0.72,0.77,528.2,26.9,68.6,9,19.5,1,-0.5,3,7,Unhappy,Relaxing
U0306,61+,Male,0.68,0.33,0.71,0.56,0.52,852.5,18.9,40.9,6,63.6,3,0.23,10,4,Happy,Exploring
U0307,26-40,Female,0.86,0.63,0.2,0.27,0.62,710.3,29.0,41.2,6,57.6,4,0.63,10,2,Happy,Relaxing
U0308,26-40,Male,0.3,0.48,0.62,0.8,0.83,716.1,29.7,43.8,9,56.5,3,-0.1,6,3,Neutral,Working
U0309,41-60,Female,0.47,0.23,0.84,0.42,0.81,295.4,25.3,59.3,3,61.5,2,-0.24,8,2,Unhappy,Relaxing
U0310,18-25,Male,0.59,0.44,0.4,0.88,0.82,985.8,23.8,63.0,10,50.2,1,0.95,8,9,Happy,Socializing
U0311,26-40,Male,0.25,0.39,0.33,0.28,0.39,857.5,26.9,30.9,5,1.7,1,-0.77,10,7,Unhappy,Exploring
U0312,18-25,Male,0.2,0.68,0.66,0.87,0.22,810.1,21.9,42.1,3,90.0,3,-0.03,10,4,Neutral,Relaxing
U0313,18-25,Male,0.67,0.86,0.7,0.26,0.38,397.2,23.9,51.5,3,82.7,1,-0.18,9,10,Neutral,Working
U0314,61+,Female,0.65,0.39,0.68,0.36,0.4,582.1,29.0,46.6,5,17.4,4,-0.8,9,7,Unhappy,Socializing
U0315,41-60,Female,0.49,0.77,0.42,0.23,0.84,223.4,29.5,74.2,8,41.3,2,-0.46,8,0,Unhappy,Exploring
U0316,26-40,Male,0.54,0.24,0.38,0.69,0.65,584.6,29.1,69.4,6,77.1,2,-0.94,7,8,Unhappy,Working
U0317,26-40,Male,0.49,0.58,0.87,0.8,0.26,231.3,21.1,61.3,1,98.0,3,0.75,10,10,Happy,Exploring
U0318,18-25,Female,0.22,0.25,0.85,0.5,0.29,597.7,20.8,46.9,5,95.1,3,0.22,3,9,Happy,Relaxing
U0319,18-25,Male,0.43,0.85,0.52,0.85,0.31,683.8,21.6,65.0,4,89.9,3,0.63,7,2,Happy,Working
U0320,18-25,Female,0.32,0.74,0.79,0.61,0.64,451.2,23.3,72.2,5,15.8,4,0.04,4,0,Neutral,Working
U0321,26-40,Female,0.27,0.66,0.52,0.64,0.71,548.7,21.8,59.7,7,91.4,4,0.2,2,2,Neutral,Relaxing
U0322,41-60,Female,0.87,0.78,0.5,0.79,0.8,888.1,22.5,69.2,7,87.8,4,0.4,8,1,Happy,Working
U0323,26-40,Female,0.62,0.65,0.31,0.41,0.86,197.7,25.4,67.5,2,37.7,3,0.82,2,6,Happy,Working
U0324,18-25,Male,0.71,0.88,0.5,0.45,0.34,812.6,27.2,58.6,8,39.5,3,-0.82,1,9,Unhappy,Working
U0325,61+,Female,0.42,0.7,0.58,0.83,0.42,253.7,26.8,45.6,5,46.0,3,-0.34,5,3,Unhappy,Relaxing
U0326,41-60,Male,0.48,0.85,0.22,0.83,0.37,133.0,27.8,67.3,6,65.6,1,0.42,10,6,Happy,Relaxing
U0327,26-40,Male,0.37,0.56,0.51,0.88,0.45,267.0,18.4,40.3,8,26.1,2,0.92,9,2,Happy,Exploring
U0328,26-40,Female,0.27,0.28,0.75,0.83,0.84,788.5,18.6,69.0,6,2.3,1,0.96,5,5,Happy,Relaxing
U0329,26-40,Male,0.33,0.57,0.68,0.29,0.6,464.6,27.5,70.2,9,14.1,1,0.28,2,6,Happy,Working
U0330,18-25,Female,0.76,0.29,0.64,0.78,0.72,885.3,24.4,71.1,8,44.0,2,-0.61,10,6,Unhappy,Relaxing
U0331,26-40,Female,0.67,0.61,0.84,0.49,0.54,572.2,24.9,53.6,0,28.2,1,-0.76,4,4,Unhappy,Working
U0332,41-60,Female,0.58,0.54,0.21,0.89,0.22,120.0,18.6,39.6,0,76.5,4,0.89,8,5,Happy,Working
U0333,18-25,Female,0.53,0.64,0.59,0.53,0.24,745.0,21.1,35.0,2,10.7,3,-0.13,7,2,Neutral,Working
U0334,18-25,Male,0.85,0.21,0.75,0.59,0.58,199.2,25.7,67.2,8,91.7,1,-0.61,5,3,Unhappy,Relaxing
U0335,18-25,Male,0.25,0.34,0.58,0.57,0.7,810.4,28.3,74.3,0,89.5,1,0.87,4,10,Happy,Working
U0336,18-25,Female,0.4,0.54,0.43,0.43,0.35,251.3,29.0,62.5,0,90.9,3,-0.79,5,5,Unhappy,Exploring
U0337,41-60,Male,0.44,0.87,0.3,0.25,0.71,410.9,24.0,37.2,4,74.0,3,0.46,7,2,Happy,Socializing
U0338,41-60,Female,0.75,0.47,0.82,0.83,0.77,785.1,24.5,76.7,7,10.7,4,0.25,5,6,Happy,Socializing
U0339,26-40,Female,0.89,0.5,0.53,0.76,0.49,958.8,28.0,79.5,1,43.8,4,-0.82,8,2,Unhappy,Exploring
U0340,18-25,Female,0.37,0.7,0.81,0.3,0.72,434.3,24.5,51.7,3,13.1,4,-0.32,7,8,Unhappy,Socializing
U0341,26-40,Male,0.81,0.62,0.61,0.74,0.48,846.5,24.2,59.7,5,98.8,2,-0.7,7,3,Unhappy,Exploring
U0342,26-40,Male,0.78,0.41,0.67,0.64,0.67,271.7,28.9,68.9,0,33.3,2,0.21,9,1,Happy,Relaxing
U0343,18-25,Male,0.36,0.49,0.76,0.49,0.73,826.5,27.5,66.8,3,58.5,3,-0.05,8,5,Neutral,Socializing
U0344,26-40,Male,0.48,0.35,0.66,0.38,0.89,691.7,28.9,78.4,3,77.9,2,-0.99,8,8,Unhappy,Exploring
U0345,26-40,Female,0.49,0.88,0.48,0.8,0.44,273.5,20.6,35.7,8,92.1,3,0.95,6,9,Happy,Exploring
U0346,26-40,Male,0.88,0.29,0.56,0.69,0.49,372.3,24.3,59.0,8,75.6,2,-0.3,7,9,Unhappy,Working
U0347,26-40,Male,0.33,0.46,0.76,0.58,0.32,218.6,28.1,64.6,5,67.5,3,-0.48,8,1,Unhappy,Relaxing
U0348,18-25,Male,0.76,0.22,0.46,0.63,0.34,444.7,19.3,74.5,7,46.6,2,-0.56,5,3,Unhappy,Exploring
U0349,26-40,Female,0.43,0.36,0.47,0.26,0.69,283.3,27.5,73.7,9,60.5,2,-0.68,10,4,Unhappy,Socializing
U0350,26-40,Female,0.71,0.75,0.27,0.53,0.84,679.6,20.2,78.9,3,9.4,2,1.0,2,8,Happy,Working
U0351,26-40,Male,0.49,0.34,0.84,0.34,0.48,995.1,27.7,55.6,9,88.4,4,-0.41,7,6,Unhappy,Working
U0352,41-60,Male,0.6,0.26,0.26,0.35,0.33,110.8,25.3,71.5,7,54.4,2,-0.19,10,4,Neutral,Working
U0353,26-40,Male,0.78,0.53,0.65,0.66,0.4,586.8,20.3,51.4,2,4.0,4,0.74,3,5,Happy,Relaxing
U0354,18-25,Male,0.76,0.21,0.49,0.84,0.52,616.3,23.7,51.1,1,92.0,3,0.28,10,8,Happy,Exploring
U0355,18-25,Female,0.81,0.26,0.48,0.48,0.4,922.8,26.2,42.7,5,48.9,3,-0.26,8,3,Unhappy,Relaxing
U0356,26-40,Female,0.24,0.77,0.68,0.35,0.36,555.4,25.6,70.9,4,86.9,3,0.8,6,1,Happy,Exploring
U0357,18-25,Male,0.68,0.74,0.25,0.65,0.72,589.3,23.1,79.3,7,85.7,3,0.5,4,4,Happy,Working
U0358,26-40,Male,0.3,0.84,0.62,0.81,0.21,524.5,28.8,42.8,0,81.6,1,-0.54,2,6,Unhappy,Socializing
U0359,61+,Other,0.49,0.8,0.74,0.72,0.58,342.0,24.2,32.8,10,6.1,1,0.29,7,3,Happy,Socializing
U0360,26-40,Male,0.58,0.68,0.78,0.81,0.76,150.4,24.1,70.8,9,24.7,4,0.84,1,0,Happy,Relaxing
U0361,26-40,Female,0.48,0.24,0.32,0.58,0.39,467.8,18.7,61.0,2,87.6,3,-0.01,7,7,Neutral,Working
U0362,26-40,Male,0.56,0.75,0.83,0.73,0.62,147.3,29.1,78.0,6,89.9,1,0.47,10,4,Happy,Exploring
U0363,26-40,Female,0.9,0.79,0.66,0.3,0.67,595.4,20.1,42.6,9,45.8,3,0.94,10,9,Happy,Relaxing
U0364,26-40,Male,0.29,0.76,0.82,0.44,0.66,376.6,24.3,33.6,3,44.0,2,0.38,7,1,Happy,Working
U0365,61+,Female,0.67,0.56,0.54,0.47,0.51,580.2,27.6,54.6,9,17.5,1,-0.8,10,2,Unhappy,Relaxing
U0366,26-40,Female,0.48,0.36,0.58,0.56,0.44,220.9,20.6,34.3,4,96.8,2,-0.51,3,9,Unhappy,Socializing
U0367,61+,Male,0.29,0.79,0.84,0.85,0.79,939.4,24.3,43.1,7,21.3,2,0.19,4,9,Neutral,Working
U0368,61+,Male,0.31,0.71,0.83,0.81,0.73,905.1,20.9,36.3,0,19.1,1,-0.45,4,4,Unhappy,Relaxing
U0369,18-25,Male,0.86,0.89,0.51,0.29,0.42,271.0,27.1,41.2,0,66.1,2,0.92,4,10,Happy,Exploring
U0370,18-25,Male,0.82,0.31,0.39,0.32,0.27,409.1,24.8,35.3,6,24.3,2,-0.19,9,3,Neutral,Socializing
U0371,18-25,Male,0.83,0.36,0.48,0.45,0.25,652.1,28.3,77.7,8,93.9,1,-0.09,6,8,Neutral,Exploring
U0372,18-25,Male,0.89,0.35,0.47,0.4,0.27,186.1,28.7,43.9,3,1.1,2,0.4,10,8,Happy,Relaxing
U0373,18-25,Female,0.35,0.75,0.4,0.63,0.61,419.1,25.8,52.2,7,0.6,2,0.05,9,7,Neutral,Working
U0374,26-40,Male,0.45,0.33,0.39,0.83,0.24,326.0,26.7,74.9,9,50.5,1,-0.24,4,1,Unhappy,Socializing
U0375,18-25,Male,0.67,0.25,0.8,0.87,0.44,924.0,24.6,63.9,6,48.8,1,-0.85,7,4,Unhappy,Exploring
U0376,26-40,Female,0.54,0.9,0.25,0.66,0.73,867.3,22.6,60.9,1,16.3,1,0.19,10,7,Neutral,Exploring
U0377,41-60,Male,0.49,0.22,0.67,0.79,0.41,621.8,25.8,65.3,4,49.5,1,0.74,9,7,Happy,Working
U0378,18-25,Female,0.45,0.78,0.32,0.57,0.73,568.3,28.9,71.4,8,41.2,3,0.37,10,6,Happy,Relaxing
U0379,41-60,Male,0.62,0.46,0.44,0.35,0.72,937.7,23.0,73.9,8,89.0,2,-0.24,3,3,Unhappy,Exploring
U0380,18-25,Female,0.6,0.79,0.24,0.57,0.37,939.2,21.8,62.1,2,0.9,1,-0.74,3,2,Unhappy,Relaxing
U0381,18-25,Female,0.31,0.59,0.39,0.59,0.71,972.4,22.7,74.5,10,97.6,1,0.63,6,7,Happy,Relaxing
U0382,26-40,Female,0.53,0.83,0.74,0.72,0.72,212.8,23.2,56.8,2,62.4,2,0.88,8,7,Happy,Relaxing
U0383,26-40,Other,0.59,0.85,0.82,0.35,0.48,244.5,18.9,43.9,1,15.2,3,-0.22,1,9,Unhappy,Working
U0384,41-60,Male,0.6,0.21,0.36,0.46,0.35,709.1,24.0,74.0,6,4.7,2,0.46,4,4,Happy,Relaxing
U0385,41-60,Female,0.35,0.25,0.52,0.45,0.56,587.3,23.9,57.1,5,53.8,1,-0.18,8,2,Neutral,Socializing
U0386,41-60,Male,0.72,0.38,0.53,0.87,0.84,116.6,25.1,75.3,4,23.5,2,0.0,6,4,Neutral,Working
U0387,18-25,Male,0.22,0.67,0.81,0.51,0.65,155.8,22.4,32.0,6,30.1,2,0.67,2,3,Happy,Exploring
U0388,18-25,Male,0.45,0.82,0.73,0.73,0.32,899.3,25.4,49.9,3,24.5,1,-0.83,8,7,Unhappy,Working
U0389,41-60,Female,0.75,0.52,0.56,0.73,0.68,882.0,28.5,77.4,4,65.0,3,0.06,1,1,Neutral,Exploring
U0390,41-60,Male,0.59,0.62,0.67,0.39,0.5,421.5,29.5,42.5,8,55.4,2,-0.57,1,10,Unhappy,Socializing
U0391,61+,Female,0.38,0.33,0.79,0.6,0.61,901.9,25.0,77.1,10,7.8,1,-0.32,7,7,Unhappy,Relaxing
U0392,26-40,Female,0.69,0.76,0.21,0.83,0.71,634.3,18.5,77.7,8,52.7,3,0.29,10,9,Happy,Relaxing
U0393,26-40,Female,0.6,0.88,0.48,0.53,0.56,825.3,29.6,74.1,3,79.1,3,-0.95,3,5,Unhappy,Relaxing
U0394,41-60,Female,0.76,0.39,0.84,0.86,0.77,484.7,26.5,58.2,5,8.1,3,0.19,8,3,Neutral,Relaxing
U0395,26-40,Male,0.71,0.55,0.72,0.35,0.71,202.1,22.0,62.3,1,89.0,2,-0.43,9,10,Unhappy,Working
U0396,61+,Male,0.63,0.26,0.58,0.25,0.63,490.4,19.8,73.5,2,57.8,2,0.34,8,2,Happy,Socializing
U0397,41-60,Male,0.54,0.59,0.57,0.82,0.31,511.6,19.7,68.8,8,95.1,2,-0.72,1,9,Unhappy,Exploring
U0398,26-40,Male,0.29,0.55,0.44,0.79,0.79,595.8,20.0,61.5,5,14.8,3,0.47,1,4,Happy,Working
